Lat (DD),Long (DD),Depth
50.402831156,-003.517056849,5.79200
50.402833219,-003.517040978,5.83600
50.402834193,-003.517004997,5.84400
50.402834651,-003.516992048,5.84900
50.402817348,-003.516941914,5.85000
50.402817348,-003.516935096,5.82000
50.402817462,-003.516890061,5.78700
50.402822275,-003.516874591,5.80400
50.402817634,-003.516829729,5.76300
50.402817978,-003.516803373,5.71500
50.402823307,-003.516772720,5.49500
50.402821588,-003.516768480,5.45400
50.402820213,-003.516726539,5.70900
50.402821817,-003.516687521,5.67500
50.402822218,-003.516679213,5.65200
50.402818837,-003.516637158,5.66100
50.402819697,-003.516613896,5.64400
50.402820499,-003.516599171,5.64500
50.402819468,-003.516570695,5.67400
50.402820499,-003.516545026,5.80200
50.402836656,-003.516489908,5.72800
50.402837000,-003.516461947,5.53500
50.402835511,-003.516433700,5.49900
50.402835969,-003.516433013,5.49800
50.402831099,-003.516393536,5.51500
50.402826744,-003.516363971,5.51300
50.402830755,-003.516324896,5.50400
50.402836943,-003.516294185,5.47000
50.402828979,-003.516278830,5.45400
50.402837974,-003.516236431,5.39000
50.402836828,-003.516235973,5.42100
50.402838203,-003.516185495,5.41800
50.402822562,-003.516152092,5.40300
50.402825598,-003.516124475,5.37500
50.402824051,-003.516099380,5.36300
50.402821416,-003.516085399,5.35000
50.402822905,-003.516061335,5.36000
50.402821301,-003.516020426,5.35000
50.402831156,-003.515991377,5.34400
50.402832531,-003.515957229,5.33800
50.402828062,-003.515933451,5.31900
50.402833849,-003.515914715,5.29200
50.402837172,-003.515872775,5.28600
50.402837058,-003.515852492,5.30200
50.402822447,-003.515825792,5.29000
50.402835052,-003.515805051,5.30800
50.402829781,-003.515782534,5.30000
50.402831729,-003.515757610,5.30200
50.402837172,-003.515704153,5.31800
50.402840495,-003.515693668,5.30500
50.402834135,-003.515652071,5.28100
50.402836714,-003.515624856,5.24800
50.402835511,-003.515598328,5.20000
50.402834938,-003.515561487,5.18700
50.402823249,-003.515544756,5.18800
50.402832646,-003.515526135,5.17300
50.402828005,-003.515479554,5.18400
50.402824682,-003.515462537,5.19000
50.402841240,-003.515436238,5.19500
50.402835052,-003.515413148,5.19000
50.402840037,-003.515391490,5.21600
50.402841297,-003.515363988,5.28100
50.402839349,-003.515334080,5.38800
50.402839980,-003.515303255,5.45100
50.402842329,-003.515279477,5.57700
50.402841928,-003.515225619,5.72400
50.402842615,-003.515200638,5.49200
50.402842386,-003.515167063,5.38400
50.402841985,-003.515138873,5.30900
50.402841870,-003.515111257,5.25400
50.402842959,-003.515090057,5.18400
50.402831328,-003.515055336,5.15200
50.402839922,-003.515050924,5.15200
50.402835453,-003.515018896,5.15200
50.402829552,-003.514975695,5.14000
50.402830239,-003.514969335,5.15500
50.402840438,-003.514918514,5.13200
50.402826630,-003.514898116,5.13500
50.402827203,-003.514874797,5.11400
50.402829494,-003.514856004,5.10800
50.402828062,-003.514828960,5.15300
50.402826572,-003.514800656,5.24900
50.402826859,-003.514771321,5.42200
50.402828520,-003.514726974,5.46800
50.402827145,-003.514690304,5.43700
50.402829666,-003.514661198,5.21300
50.402844792,-003.514638853,5.08800
50.402845022,-003.514632264,5.13600
50.402845136,-003.514579494,5.20700
50.402839521,-003.514547924,5.18700
50.402828234,-003.514519620,5.13000
50.402833677,-003.514499338,5.08700
50.402836886,-003.514463470,5.07300
50.402839980,-003.514442214,5.06500
50.402833677,-003.514424223,5.06900
50.402840896,-003.514396492,5.08600
50.402828463,-003.514374948,5.07800
50.402840667,-003.514329799,5.05800
50.402837401,-003.514295422,5.06500
50.402844792,-003.514273134,5.05100
50.402842844,-003.514239444,5.04400
50.402832531,-003.514218531,5.02300
50.402835052,-003.514182263,5.00800
50.402839636,-003.514155792,5.01000
50.402831099,-003.514126170,4.99000
50.402842157,-003.514116544,4.99300
50.402837459,-003.514096835,4.96800
50.402833219,-003.514053003,4.96000
50.402836656,-003.514013584,4.96600
50.402836542,-003.513996567,4.95300
50.402832990,-003.513969065,4.92900
50.402834307,-003.513932224,4.92000
50.402835625,-003.513912629,4.90000
50.402834995,-003.513892461,4.90500
50.402836771,-003.513872063,4.91800
50.402831156,-003.513820153,4.90700
50.402843876,-003.513789557,4.91200
50.402844162,-003.513772311,4.88100
50.402834823,-003.513732892,4.87100
50.402846798,-003.513717938,4.86300
50.402833104,-003.513691811,4.85000
50.402840094,-003.513652162,4.85100
50.402841527,-003.513645745,4.83300
50.402835969,-003.513603117,4.85600
50.402842443,-003.513590741,4.86800
50.402836427,-003.513553155,4.86300
50.402833849,-003.513527601,4.85200
50.402839292,-003.513485775,4.84300
50.402849376,-003.513454033,4.84300
50.402843990,-003.513437819,4.82900
50.402834537,-003.513407165,4.80900
50.402835625,-003.513376340,4.80600
50.402850121,-003.513351531,4.81600
50.402840553,-003.513329702,4.79300
50.402833333,-003.513289251,4.81300
50.402833219,-003.513277104,4.85000
50.402833505,-003.513252008,4.86100
50.402837860,-003.513223131,4.89000
50.402836656,-003.513193280,4.91600
50.402841068,-003.513152658,4.93400
50.402841756,-003.513124296,4.90800
50.402851267,-003.513109342,4.92500
50.402838146,-003.513073647,4.94700
50.402838375,-003.513046660,4.99300
50.402834708,-003.513005465,4.94200
50.402834823,-003.512990797,4.91300
50.402846339,-003.512943872,4.98900
50.402838203,-003.512915854,4.94400
50.402835797,-003.512898837,4.90300
50.402837688,-003.512884399,4.92200
50.402846741,-003.512833749,4.98300
50.402843933,-003.512813295,4.94300
50.402853272,-003.512795705,4.92300
50.402843188,-003.512762645,4.94800
50.402847199,-003.512732565,4.94300
50.402844391,-003.512697213,4.84900
50.402852642,-003.512663180,4.94100
50.402846110,-003.512634818,4.90300
50.402840438,-003.512611957,4.88200
50.402842386,-003.512600670,4.85700
50.402837573,-003.512557584,4.84100
50.402838375,-003.512535296,4.85300
50.402837688,-003.512494214,4.84400
50.402846282,-003.512473244,4.82900
50.402853501,-003.512451300,4.82100
50.402854819,-003.512429298,4.80400
50.402849663,-003.512381342,4.77600
50.402850064,-003.512380540,4.78200
50.402837917,-003.512338886,4.77500
50.402837516,-003.512297117,4.75800
50.402839521,-003.512289153,4.74800
50.402854590,-003.512243488,4.74500
50.402845766,-003.512230081,4.74400
50.402854246,-003.512194386,4.76600
50.402838433,-003.512158748,4.77200
50.402838719,-003.512128266,4.75900
50.402848803,-003.512107239,4.72000
50.402853845,-003.512098587,4.72700
50.402851439,-003.512069825,4.74000
50.402846339,-003.512018774,4.72600
50.402855048,-003.512014878,4.74500
50.402842844,-003.511981818,4.75800
50.402839636,-003.511930710,4.77800
50.402840037,-003.511930023,4.77400
50.402854819,-003.511881837,4.76700
50.402844334,-003.511857716,4.76000
50.402846454,-003.511827177,4.75000
50.402849720,-003.511802139,4.76400
50.402846569,-003.511765641,4.76900
50.402849720,-003.511752406,4.75000
50.402854533,-003.511728456,4.77000
50.402852184,-003.511682219,4.79200
50.402847715,-003.511665775,4.78800
50.402857111,-003.511632772,4.82700
50.402847199,-003.511611344,4.81500
50.402850064,-003.511564992,4.81600
50.402851897,-003.511561668,4.81400
50.402858945,-003.511512108,4.85500
50.402855278,-003.511507638,4.84500
50.402858257,-003.511474751,4.86100
50.402857512,-003.511442035,4.88200
50.402859288,-003.511415621,4.90600
50.402859116,-003.511381588,4.89600
50.402849376,-003.511343028,4.89800
50.402848517,-003.511311572,4.88900
50.402842271,-003.511290946,4.85800
50.402849032,-003.511280518,4.89500
50.402850293,-003.511241156,4.89100
50.402845881,-003.511222535,4.91900
50.402843532,-003.511180193,4.90000
50.402843131,-003.511157676,4.85000
50.402851496,-003.511128913,4.87900
50.402847944,-003.511112756,4.91100
50.402850006,-003.511072362,4.98500
50.402860606,-003.511045491,5.04600
50.402860893,-003.511027844,5.14000
50.402861007,-003.510998795,5.52300
50.402861294,-003.510973756,5.80800
50.402860950,-003.510920758,5.88700
50.402849376,-003.510890448,5.76500
50.402850751,-003.510887412,5.60800
50.402861064,-003.510833210,5.41400
50.402861580,-003.510805708,5.12400
50.402857799,-003.510777461,5.00800
50.402857913,-003.510764971,4.96700
50.402855965,-003.510734088,5.03100
50.402846454,-003.510720452,5.11000
50.402845652,-003.510691517,5.38700
50.402844907,-003.510663099,5.81700
50.402845938,-003.510613309,5.99300
50.402847199,-003.510605631,6.00300
50.402849720,-003.510578645,6.17400
50.402859861,-003.510537907,6.17900
50.402845766,-003.510496998,6.19500
50.402845652,-003.510467949,5.79800
50.402845766,-003.510443026,5.22500
50.402847313,-003.510415409,5.00600
50.402854991,-003.510385386,4.95000
50.402849720,-003.510380688,4.92800
50.402863987,-003.510348144,4.97100
50.402862038,-003.510320584,4.99600
50.402860148,-003.510296979,5.02600
50.402851152,-003.510258762,5.09300
50.402850980,-003.510240714,5.17300
50.402850923,-003.510200206,5.29200
50.402862726,-003.510185882,5.63500
50.402847829,-003.510157120,6.11500
50.402847084,-003.510129274,6.47000
50.402847657,-003.510100053,6.59600
50.402850236,-003.510065504,6.60300
50.402853673,-003.510025683,6.47100
50.402848459,-003.509990160,6.49000
50.402849319,-003.509961626,6.00500
50.402848459,-003.509932921,5.61000
50.402851152,-003.509904904,5.43800
50.402850178,-003.509882100,5.33900
50.402853100,-003.509849842,5.27800
50.402850006,-003.509838441,5.26500
50.402862898,-003.509793291,5.25900
50.402861064,-003.509763956,5.22700
50.402866450,-003.509748085,5.12900
50.402856939,-003.509730381,5.18600
50.402849433,-003.509681164,5.12700
50.402852470,-003.509677955,5.12300
50.402855564,-003.509624613,5.09900
50.402866336,-003.509596309,5.05500
50.402859460,-003.509569380,5.01600
50.402857512,-003.509556488,5.04500
50.402865992,-003.509510823,5.02100
50.402864502,-003.509484696,4.99300
50.402851668,-003.509454330,4.96900
50.402853960,-003.509441152,4.93100
50.402862554,-003.509416228,4.91000
50.402852012,-003.509387523,4.86600
50.402857799,-003.509367297,4.89800
50.402851496,-003.509327477,4.89000
50.402853616,-003.509304501,4.90000
50.402852699,-003.509276942,4.88300
50.402865132,-003.509248122,4.94100
50.402851267,-003.509227668,4.97100
50.402864502,-003.509184466,4.96400
50.402865534,-003.509147969,4.89800
50.402869200,-003.509118061,4.66800
50.402868914,-003.509088553,4.31400
50.402869200,-003.509061911,3.88400
50.402869831,-003.509032919,3.32400
50.402868513,-003.509011720,2.63900
50.402869831,-003.508975910,2.07700
50.402869315,-003.508947778,0.73400
50.402859747,-003.508930474,-0.34600
50.402870404,-003.508893977,-1.14500
50.402867138,-003.508866188,-1.75800
50.402862096,-003.508860803,-1.78900
50.402843131,-003.519022782,-0.26700
50.402841183,-003.519021121,-0.25300
50.402842100,-003.518968179,-0.18100
50.402840610,-003.518966002,-0.19100
50.402826973,-003.518911686,0.24900
50.402826229,-003.518903893,0.17100
50.402828177,-003.518878339,0.47200
50.402842271,-003.518853588,0.65100
50.402827661,-003.518821216,0.86900
50.402828406,-003.518779447,1.01200
50.402834880,-003.518753664,1.18400
50.402835052,-003.518732522,1.35400
50.402827145,-003.518708801,1.46100
50.402836198,-003.518663480,1.78700
50.402843303,-003.518650761,1.86300
50.402827661,-003.518624003,2.19800
50.402828578,-003.518599080,2.42000
50.402828349,-003.518568140,2.52100
50.402829151,-003.518543789,2.62700
50.402829093,-003.518515600,2.75500
50.402828177,-003.518486837,2.85300
50.402830755,-003.518459450,2.97400
50.402828692,-003.518431318,3.06700
50.402829494,-003.518403128,3.19200
50.402829380,-003.518374595,3.29900
50.402830411,-003.518345489,3.39400
50.402829323,-003.518318502,3.47800
50.402829093,-003.518288766,3.60500
50.402829208,-003.518258284,3.69300
50.402830583,-003.518233590,3.79400
50.402830354,-003.518204770,3.89300
50.402829838,-003.518177669,4.02700
50.402829838,-003.518149824,4.10800
50.402830526,-003.518121691,4.18200
50.402829838,-003.518093445,4.27800
50.402830010,-003.518065484,4.37300
50.402830182,-003.518034831,4.44200
50.402830411,-003.518008017,4.49500
50.402830812,-003.517980858,4.58200
50.402832245,-003.517952898,4.73200
50.402836083,-003.517924651,4.85700
50.402832531,-003.517895201,4.92300
50.402831328,-003.517867814,4.99000
50.402831099,-003.517839796,4.99900
50.402831213,-003.517812294,5.02400
50.402831443,-003.517782271,5.08500
50.402831614,-003.517729731,5.17900
50.402832187,-003.517726752,5.22500
50.402837115,-003.517699192,5.29100
50.402845824,-003.517665101,5.38300
50.402837459,-003.517631182,5.43200
50.402834708,-003.517609639,5.47400
50.402845136,-003.517559792,5.51500
50.402845595,-003.517559047,5.47100
50.402832875,-003.517529482,5.57600
50.402832531,-003.517500720,5.60300
50.402833104,-003.517450815,5.59400
50.402838203,-003.517443940,5.59700
50.402837115,-003.517412541,5.60700
50.402838776,-003.517385211,5.60300
50.402836943,-003.517342240,5.61900
50.402837000,-003.517327343,5.61700
50.402837115,-003.517296231,5.59500
50.402837917,-003.517273714,5.60900
50.402840037,-003.517249191,5.64400
50.402839636,-003.517194073,5.64900
50.402849262,-003.517186510,5.65600
50.402841813,-003.517137121,5.65500
50.402837000,-003.517123943,5.65400
50.402845423,-003.517108473,5.66900
50.402842615,-003.517059084,5.42500
50.402847313,-003.517046364,5.39500
50.402848345,-003.517001788,5.78400
50.402851210,-003.516983797,5.74000
50.402850694,-003.516967984,5.75900
50.402836771,-003.516937044,5.89000
50.402836656,-003.516887426,5.83200
50.402836714,-003.516875050,5.84000
50.402840381,-003.516830130,5.86200
50.402839177,-003.516800508,5.77800
50.402835797,-003.516795581,5.78300
50.402838433,-003.516765672,5.77800
50.402836026,-003.516721497,5.79400
50.402837287,-003.516688266,5.75800
50.402836427,-003.516663800,5.71900
50.402838203,-003.516630511,5.69600
50.402836771,-003.516627589,5.67600
50.402840094,-003.516601749,5.74300
50.402837058,-003.516570465,5.84800
50.402854705,-003.516518727,5.69700
50.402854246,-003.516490309,5.54200
50.402846683,-003.516462749,5.47000
50.402842787,-003.516452780,5.46800
50.402843074,-003.516433414,5.50500
50.402839521,-003.516377837,5.54800
50.402844506,-003.516350507,5.52300
50.402837688,-003.516330339,5.50900
50.402854991,-003.516294357,5.46800
50.402850178,-003.516276252,5.45300
50.402840323,-003.516236947,5.38200
50.402839521,-003.516235743,5.34700
50.402852355,-003.516180911,5.40900
50.402854819,-003.516154555,5.39100
50.402845480,-003.516128600,5.38500
50.402847313,-003.516095999,5.37200
50.402854647,-003.516078524,5.36500
50.402844563,-003.516041912,5.36300
50.402850121,-003.516022947,5.35800
50.402846741,-003.515998883,5.34400
50.402841240,-003.515980777,5.33700
50.402840495,-003.515930357,5.31100
50.402849777,-003.515911507,5.29500
50.402841641,-003.515882286,5.30800
50.402855220,-003.515847278,5.30700
50.402853387,-003.515842179,5.28800
50.402856996,-003.515802014,5.30000
50.402843016,-003.515783336,5.29900
50.402853158,-003.515730051,5.30500
50.402857455,-003.515702434,5.29700
50.402856194,-003.515686277,5.27400
50.402855908,-003.515671094,5.26200
50.402846168,-003.515620043,5.24200
50.402842042,-003.515601021,5.22000
50.402843704,-003.515566357,5.20600
50.402846741,-003.515536620,5.17800
50.402857970,-003.515513072,5.16600
50.402846339,-003.515500467,5.20100
50.402847313,-003.515461792,5.19500
50.402857340,-003.515431998,5.18200
50.402856366,-003.515392865,5.16800
50.402853788,-003.515390172,5.18900
50.402854590,-003.515363874,5.23800
50.402859632,-003.515332705,5.30800
50.402859403,-003.515303541,5.36500
50.402858945,-003.515278446,5.39100
50.402858658,-003.515244469,5.40300
50.402860434,-003.515195481,5.34600
50.402860606,-003.515173995,5.27400
50.402860778,-003.515142597,5.22800
50.402859231,-003.515128503,5.22000
50.402856595,-003.515084614,5.17900
50.402851553,-003.515064331,5.15000
50.402846225,-003.515043361,5.14600
50.402844162,-003.515024969,5.16600
50.402852527,-003.514987097,5.15000
50.402848689,-003.514969736,5.17900
50.402843990,-003.514931176,5.17800
50.402844678,-003.514911982,5.21000
50.402844277,-003.514860530,5.18200
50.402844277,-003.514843170,5.16200
50.402844506,-003.514828731,5.18500
50.402846053,-003.514800943,5.34500
50.402862038,-003.514770347,5.46800
50.402845595,-003.514739865,5.46400
50.402862268,-003.514695003,5.47000
50.402863013,-003.514660854,5.20700
50.402851381,-003.514638108,5.06600
50.402853330,-003.514623211,5.04800
50.402863070,-003.514599777,5.08600
50.402863242,-003.514575598,5.12000
50.402861981,-003.514520480,5.10600
50.402863414,-003.514503692,5.08800
50.402846397,-003.514472695,5.09500
50.402847944,-003.514442959,5.07200
50.402849605,-003.514422905,5.08300
50.402849090,-003.514380793,5.07200
50.402852871,-003.514355640,5.06500
50.402849319,-003.514347332,5.06400
50.402862038,-003.514297886,5.04600
50.402860778,-003.514270727,5.01300
50.402851954,-003.514243512,5.02300
50.402848116,-003.514230735,5.00900
50.402861007,-003.514183752,5.01100
50.402863585,-003.514179799,4.99600
50.402862210,-003.514137973,4.98800
50.402852470,-003.514101418,4.98800
50.402847657,-003.514085089,4.97200
50.402848058,-003.514043893,4.98200
50.402852298,-003.514023324,4.96900
50.402855736,-003.513987342,4.93900
50.402865419,-003.513957148,4.94000
50.402861752,-003.513936005,4.91500
50.402866221,-003.513921223,4.90200
50.402855106,-003.513895268,4.90100
50.402854418,-003.513872063,4.91900
50.402863127,-003.513832243,4.90200
50.402866565,-003.513794141,4.88100
50.402863643,-003.513767728,4.88400
50.402861580,-003.513737246,4.86700
50.402862669,-003.513714042,4.85700
50.402856996,-003.513699087,4.85200
50.402862382,-003.513674336,4.83000
50.402866164,-003.513633426,4.87800
50.402856825,-003.513609018,4.87000
50.402859460,-003.513573266,4.86900
50.402865648,-003.513550118,4.86400
50.402850637,-003.513517689,4.85900
50.402859059,-003.513481650,4.81700
50.402863471,-003.513472998,4.83200
50.402858429,-003.513443892,4.82900
50.402851381,-003.513422177,4.83700
50.402862955,-003.513374621,4.84200
50.402857684,-003.513364709,4.80500
50.402854762,-003.513336749,4.84900
50.402853501,-003.513293605,4.85500
50.402851267,-003.513273437,4.87200
50.402854934,-003.513253384,4.89100
50.402860663,-003.513225309,4.90000
50.402851725,-003.513182967,4.93000
50.402857512,-003.513147386,4.91700
50.402864846,-003.513124697,4.91600
50.402852527,-003.513106764,4.92200
50.402861809,-003.513084533,4.97000
50.402869831,-003.513035316,5.00300
50.402857340,-003.513000365,4.85300
50.402858543,-003.512998016,4.82000
50.402854991,-003.512946106,5.02300
50.402859632,-003.512926397,4.94200
50.402853043,-003.512888180,4.95400
50.402852986,-003.512873856,4.95000
50.402861867,-003.512831629,4.96600
50.402866164,-003.512816045,4.94900
50.402853559,-003.512795247,4.93300
50.402859174,-003.512766198,4.91900
50.402854590,-003.512725976,4.93000
50.402870117,-003.512715491,4.97200
50.402859575,-003.512672175,4.92200
50.402857627,-003.512642611,4.91100
50.402860721,-003.512606801,4.87500
50.402864388,-003.512598378,4.86300
50.402868914,-003.512577924,4.89200
50.402855392,-003.512524639,4.87800
50.402858372,-003.512495590,4.84300
50.402858658,-003.512479776,4.82800
50.402869831,-003.512442133,4.81500
50.402872123,-003.512414459,4.77800
50.402870404,-003.512386670,4.77800
50.402866966,-003.512354928,4.78800
50.402869086,-003.512350631,4.77300
50.402863356,-003.512307774,4.77600
50.402866164,-003.512277694,4.76400
50.402860033,-003.512256208,4.74600
50.402855908,-003.512213179,4.77400
50.402866851,-003.512205501,4.76000
50.402863471,-003.512181208,4.78100
50.402858257,-003.512128496,4.75800
50.402859403,-003.512126490,4.75300
50.402858887,-003.512086269,4.73600
50.402868685,-003.512043812,4.74300
50.402873612,-003.512024618,4.71800
50.402863700,-003.512003820,4.71900
50.402866164,-003.511982563,4.76000
50.402871320,-003.511955176,4.77400
50.402868341,-003.511926184,4.76900
50.402857856,-003.511886822,4.77400
50.402862153,-003.511871581,4.76200
50.402866049,-003.511822994,4.76700
50.402874071,-003.511801107,4.76500
50.402859575,-003.511780653,4.76100
50.402875675,-003.511748223,4.77800
50.402870346,-003.511730806,4.78100
50.402862440,-003.511698663,4.79700
50.402871263,-003.511657753,4.68000
50.402860606,-003.511637929,4.80900
50.402862038,-003.511607963,4.83900
50.402863299,-003.511573930,4.82300
50.402869773,-003.511544136,4.80800
50.402859747,-003.511536573,4.82900
50.402869372,-003.511506321,4.83800
50.402866450,-003.511467302,4.83800
50.402874815,-003.511448567,4.85400
50.402868284,-003.511422612,4.87600
50.402869716,-003.511377749,4.86300
50.402877623,-003.511340850,4.89000
50.402865132,-003.511337413,4.90800
50.402860262,-003.511305098,4.89400
50.402863872,-003.511279544,4.91400
50.402862268,-003.511236056,4.89500
50.402860549,-003.511222993,4.95500
50.402861351,-003.511172974,4.95300
50.402863070,-003.511144899,4.91000
50.402861580,-003.511137794,4.89600
50.402861637,-003.511112412,4.97900
50.402873383,-003.511059184,4.92200
50.402878941,-003.511041194,4.89700
50.402878712,-003.511029849,4.92300
50.402877852,-003.511002232,5.11100
50.402879170,-003.510973986,5.42000
50.402879342,-003.510945510,5.54000
50.402877222,-003.510893027,5.58900
50.402879514,-003.510863405,5.47100
50.402879686,-003.510833840,5.20600
50.402874013,-003.510805822,5.05100
50.402872638,-003.510783133,4.98100
50.402867539,-003.510776086,4.98400
50.402866737,-003.510747553,5.03600
50.402863184,-003.510720624,5.18400
50.402862898,-003.510692090,5.44300
50.402862841,-003.510664302,5.99100
50.402862955,-003.510630497,6.27600
50.402863585,-003.510606032,6.34400
50.402879915,-003.510565925,6.32800
50.402881118,-003.510549596,6.52300
50.402863872,-003.510497571,6.42900
50.402864961,-003.510467777,6.05000
50.402863872,-003.510439359,5.43300
50.402865190,-003.510411112,5.07700
50.402868169,-003.510384183,4.98000
50.402879514,-003.510357082,4.96300
50.402865992,-003.510346539,4.96600
50.402879514,-003.510326142,4.98500
50.402864445,-003.510298468,5.02200
50.402875388,-003.510266898,5.06400
50.402878941,-003.510241746,5.14800
50.402882207,-003.510214129,5.37300
50.402873670,-003.510185997,5.60300
50.402881347,-003.510157406,6.15800
50.402865247,-003.510126810,6.58500
50.402876878,-003.510073697,6.67200
50.402874357,-003.510072150,6.65300
50.402865476,-003.510037200,6.72200
50.402878310,-003.509989701,6.67300
50.402880488,-003.509961856,6.16800
50.402867023,-003.509933093,5.72000
50.402872008,-003.509905992,5.47200
50.402867424,-003.509877402,5.36200
50.402866679,-003.509858609,5.32900
50.402880717,-003.509827497,5.29100
50.402877394,-003.509797302,5.17500
50.402872466,-003.509791000,5.17700
50.402874242,-003.509742298,5.11000
50.402872008,-003.509714796,5.15600
50.402878998,-003.509680533,5.16600
50.402883868,-003.509651656,5.13000
50.402885071,-003.509627134,5.11200
50.402872123,-003.509600720,5.07700
50.402876935,-003.509588917,5.05000
50.402874586,-003.509566916,5.04300
50.402881233,-003.509515808,5.01300
50.402868742,-003.509487733,5.00000
50.402883410,-003.509455705,4.96500
50.402885530,-003.509428833,4.93300
50.402874185,-003.509407462,4.94400
50.402875675,-003.509388726,4.93700
50.402868742,-003.509364547,4.94500
50.402871435,-003.509337504,4.91400
50.402869372,-003.509291209,4.93400
50.402869086,-003.509274650,4.92700
50.402875159,-003.509254654,4.93900
50.402871550,-003.509226865,4.96200
50.402886389,-003.509174039,4.85900
50.402887077,-003.509150318,4.71200
50.402887249,-003.509117545,4.47900
50.402887191,-003.509089642,4.02100
50.402887592,-003.509061281,3.44100
50.402887077,-003.509032575,2.78300
50.402887134,-003.509004615,2.29800
50.402887936,-003.508976426,1.41200
50.402888165,-003.508948064,0.27200
50.402886618,-003.508923140,-0.62600
50.402886217,-003.508895409,-1.73800
50.402875217,-003.508876158,-1.72600
50.402857569,-003.519055727,-0.32800
50.402859346,-003.519038367,-0.59000
50.402858887,-003.519015276,-0.56900
50.402845938,-003.518966460,-0.27500
50.402846053,-003.518966288,-0.27000
50.402844162,-003.518937698,0.34500
50.402848402,-003.518904008,0.43300
50.402845136,-003.518855593,0.64100
50.402844792,-003.518853702,0.67200
50.402853158,-003.518823393,0.93300
50.402850407,-003.518791651,0.92900
50.402849834,-003.518763748,1.22400
50.402859059,-003.518739798,1.33800
50.402862325,-003.518704905,1.76700
50.402845881,-003.518662048,1.82900
50.402846626,-003.518654370,1.90600
50.402845480,-003.518627097,2.42500
50.402845709,-003.518599252,2.52500
50.402846053,-003.518565046,2.64000
50.402846225,-003.518544190,2.72800
50.402846110,-003.518515829,2.83800
50.402847142,-003.518487869,2.94700
50.402847084,-003.518457158,3.05700
50.402846569,-003.518431547,3.16500
50.402847027,-003.518403472,3.27500
50.402846855,-003.518375168,3.40400
50.402847886,-003.518336379,3.49100
50.402847084,-003.518318903,3.58800
50.402848918,-003.518290886,3.70200
50.402847829,-003.518262467,3.82000
50.402847772,-003.518233533,3.91900
50.402849032,-003.518185003,4.03400
50.402848860,-003.518178242,4.12500
50.402847657,-003.518147474,4.22500
50.402848058,-003.518119571,4.30600
50.402848459,-003.518092528,4.39400
50.402848287,-003.518064109,4.47600
50.402848746,-003.518033857,4.54600
50.402848574,-003.518008876,4.61200
50.402849433,-003.517977191,4.72000
50.402849090,-003.517951007,4.84100
50.402850923,-003.517925052,4.91300
50.402849663,-003.517896290,4.99400
50.402849147,-003.517859907,5.04600
50.402850006,-003.517823066,5.07600
50.402849376,-003.517810289,5.12900
50.402849663,-003.517777286,5.19900
50.402850121,-003.517748237,5.23100
50.402849663,-003.517724746,5.27200
50.402853100,-003.517699536,5.33800
50.402849834,-003.517667450,5.38900
50.402854304,-003.517641094,5.41900
50.402856595,-003.517615426,5.51500
50.402850236,-003.517582538,5.55300
50.402851210,-003.517558015,5.55700
50.402862841,-003.517521289,5.59600
50.402854304,-003.517498485,5.60900
50.402852814,-003.517452362,5.60100
50.402868341,-003.517426292,5.63700
50.402867195,-003.517414891,5.63000
50.402859231,-003.517384696,5.61000
50.402851783,-003.517350490,5.64900
50.402855965,-003.517313133,5.65700
50.402851954,-003.517293538,5.64700
50.402851725,-003.517263802,5.65200
50.402855278,-003.517245811,5.66300
50.402860606,-003.517212579,5.64400
50.402854475,-003.517190463,5.66000
50.402864731,-003.517157976,5.65100
50.402855679,-003.517124000,5.66200
50.402861408,-003.517104691,5.67400
50.402867081,-003.517076960,5.74800
50.402853100,-003.517047281,5.57000
50.402854877,-003.516998981,5.79400
50.402854819,-003.516990443,5.73500
50.402854877,-003.516964718,5.75700
50.402870919,-003.516932575,5.86500
50.402855106,-003.516884274,5.88000
50.402859747,-003.516880206,5.86700
50.402868627,-003.516838839,5.88600
50.402861580,-003.516802685,5.85000
50.402863299,-003.516781715,5.81500
50.402856653,-003.516770886,5.87900
50.402854418,-003.516717887,5.88500
50.402854361,-003.516689068,5.86100
50.402854533,-003.516665405,5.81800
50.402859403,-003.516631027,5.77000
50.402857856,-003.516628735,5.77100
50.402856309,-003.516598426,5.94600
50.402865304,-003.516546573,5.86800
50.402856481,-003.516518212,5.68500
50.402856137,-003.516494262,5.56100
50.402855335,-003.516467677,5.52200
50.402855392,-003.516449170,5.50500
50.402855564,-003.516430435,5.53900
50.402856767,-003.516379155,5.57800
50.402858372,-003.516350679,5.54200
50.402868169,-003.516325583,5.50500
50.402862955,-003.516293498,5.47100
50.402869544,-003.516272527,5.45900
50.402861580,-003.516260094,5.39400
50.402862726,-003.516235342,5.43000
50.402862955,-003.516182802,5.40700
50.402862497,-003.516153868,5.39500
50.402856710,-003.516127340,5.37200
50.402861580,-003.516121496,5.37000
50.402862783,-003.516087462,5.37100
50.402861637,-003.516058986,5.36900
50.402870174,-003.516012691,5.36000
50.402866278,-003.515990116,5.34400
50.402863299,-003.515971266,5.31800
50.402871951,-003.515937748,5.31300
50.402862841,-003.515925258,5.30900
50.402863757,-003.515878733,5.30700
50.402869716,-003.515858279,5.29600
50.402865763,-003.515842179,5.28800
50.402860893,-003.515801556,5.31600
50.402864674,-003.515760246,5.31700
50.402866221,-003.515739333,5.31500
50.402865534,-003.515712518,5.28900
